R_age,B_age,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_TD_pct,B_avg_TD_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,weight_class,Winner,age_diff,height_diff,reach_diff,strike_acc_diff,td_acc_diff,sub_att_diff
26.0,31.0,175.26,175.26,177.8,187.96,0.4525,0.3662499999999999,0.4275,0.125,0.375,0.375,Lightweight,Blue,-5.0,0.0,-10.159999999999997,0.0862500000000001,0.3025,0.0
33.0,34.0,182.88,180.34,195.58,195.58,0.44460693359375,0.3,0.2353320312499999,0.0825,0.033203125,0.25,Middleweight,Red,-1.0,2.539999999999992,0.0,0.14460693359375,0.1528320312499999,-0.216796875
27.0,31.0,165.1,162.56,165.1,165.1,0.5549999999999999,0.3868749999999999,0.2953125,0.2725,0.5,0.375,Flyweight,Blue,-4.0,2.539999999999992,0.0,0.16812500000000002,0.022812499999999958,0.125
31.0,32.0,187.96,187.96,198.12,187.96,0.5424456787109375,0.3607998657226562,0.6323919677734375,0.2740760803222656,0.007904052734375,0.148468017578125,LightHeavyweight,Red,-1.0,0.0,10.159999999999997,0.1816458129882813,0.35831588745117193,-0.14056396484375
38.0,34.0,190.5,193.04,198.12,198.12,0.6978125,0.431484375,0.0546875,0.007734375,0.1171875,0.515625,Heavyweight,Blue,4.0,-2.539999999999992,0.0,0.26632812499999997,0.046953125,-0.3984375
35.0,26.0,175.26,162.56,180.34,172.72,0.5155566406250001,0.48,0.2286328125,0.0,0.0234375,0.0,Bantamweight,Blue,9.0,12.699999999999989,7.6200000000000045,0.03555664062500008,0.2286328125,0.0234375
34.0,31.0,182.88,190.5,185.42,187.96,0.465,0.4449999999999999,0.58,0.325,1.5,0.0,Welterweight,Blue,3.0,-7.6200000000000045,-2.5400000000000205,0.02000000000000013,0.25499999999999995,1.5
27.0,29.0,177.8,177.8,185.42,177.8,0.18765625,0.65,0.064453125,0.25,0.0888671875,0.0,Featherweight,Red,-2.0,0.0,7.619999999999976,-0.46234375000000005,-0.185546875,0.0888671875
34.0,35.0,182.88,185.42,187.96,195.58,0.4768727111816406,0.2534849548339843,0.0330667114257812,0.135504150390625,0.1448974609375,0.11834716796875,LightHeavyweight,Blue,-1.0,-2.539999999999992,-7.6200000000000045,0.22338775634765629,-0.1024374389648438,0.02655029296875
35.0,32.0,180.34,187.96,190.5,195.58,0.5440318298339843,0.5426953125,0.1476058959960937,0.001953125,0.2520751953125,0.32421875,Welterweight,Red,3.0,-7.6200000000000045,-5.0800000000000125,0.0013365173339843217,0.1456527709960937,-0.0721435546875
31.0,37.0,172.72,175.26,175.26,177.8,0.4969975280761718,0.4290234375,0.520599365234375,0.135546875,0.0,0.0390625,Lightweight,Blue,-6.0,-2.539999999999992,-2.5400000000000205,0.06797409057617182,0.385052490234375,-0.0390625
33.0,37.0,198.12,190.5,200.66,208.28,0.486357421875,0.49630615234375,0.255205078125,0.0,0.00439453125,0.0009765625,Heavyweight,Red,-4.0,7.6200000000000045,-7.6200000000000045,-0.00994873046875,0.255205078125,0.00341796875
28.0,32.0,177.8,175.26,182.88,175.26,0.42765625,0.41,0.0103125,0.135,0.390625,0.0,Lightweight,Blue,-4.0,2.5400000000000205,7.6200000000000045,0.01765625000000004,-0.1246875,0.390625
29.0,30.0,167.64,172.72,170.18,172.72,0.46748046875,0.5875,0.2193359375,0.7050000000000001,0.357421875,0.25,Bantamweight,Blue,-1.0,-5.0800000000000125,-2.539999999999992,-0.12001953125000003,-0.48566406250000005,0.107421875
32.0,32.0,177.8,185.42,185.42,187.96,0.54125,0.50875,0.208125,0.0,0.125,0.25,LightHeavyweight,Red,0.0,-7.619999999999976,-2.5400000000000205,0.03249999999999997,0.208125,-0.125
31.0,30.0,180.34,172.72,177.8,182.88,0.39125,0.3461474609375,0.125,0.142578125,0.0,0.0390625,Lightweight,Red,1.0,7.6200000000000045,-5.079999999999984,0.0451025390625,-0.017578125,-0.0390625
28.0,24.0,170.18,172.72,162.56,175.26,0.63546875,0.45,0.231015625,0.165,0.14453125,1.5,Featherweight,Blue,4.0,-2.539999999999992,-12.699999999999989,0.18546875000000002,0.066015625,-1.35546875
32.0,30.0,172.72,180.34,177.8,177.8,0.146875,0.655,0.214375,0.0,0.03125,0.5,Lightweight,Red,2.0,-7.6200000000000045,0.0,-0.508125,0.214375,-0.46875
29.0,24.0,180.34,180.34,182.88,185.42,0.53828125,0.424375,0.0,0.0625,0.0,0.0,Welterweight,Blue,5.0,0.0,-2.539999999999992,0.11390625000000004,-0.0625,0.0
33.0,36.0,193.04,190.5,203.2,195.58,0.5503906249999999,0.4971282958984375,0.4689453125,0.0312576293945312,0.0,0.0083160400390625,Heavyweight,Red,-3.0,2.539999999999992,7.619999999999976,0.05326232910156242,0.4376876831054688,-0.0083160400390625
24.0,33.0,175.26,170.18,177.8,170.18,0.3921875,0.5,0.0234375,0.25,0.546875,1.0,Bantamweight,Red,-9.0,5.079999999999984,7.6200000000000045,-0.10781249999999998,-0.2265625,-0.453125
28.0,25.0,167.64,165.1,165.1,170.18,0.21,0.46,0.0,0.54,0.0,0.5,Bantamweight,Blue,3.0,2.539999999999992,-5.0800000000000125,-0.25,-0.54,-0.5
33.0,31.0,180.34,187.96,187.96,190.5,0.4683013916015625,0.39611328125,0.1354827880859375,0.331220703125,0.0,0.513671875,Welterweight,Red,2.0,-7.6200000000000045,-2.539999999999992,0.07218811035156247,-0.19573791503906252,-0.513671875
26.0,27.0,175.26,177.8,182.88,185.42,0.6226953125,0.32,0.25781982421875,0.0,0.60107421875,0.5,Lightweight,Red,-1.0,-2.5400000000000205,-2.539999999999992,0.3026953125,0.25781982421875,0.10107421875
32.0,27.0,175.26,172.72,175.26,177.8,0.51,0.16625,0.33,0.0,1.0,0.125,Lightweight,Blue,5.0,2.539999999999992,-2.5400000000000205,0.34375,0.33,0.875
31.0,31.0,185.42,177.8,180.34,180.34,0.39,0.47,0.385,0.7075,0.0,0.25,Welterweight,Red,0.0,7.619999999999976,0.0,-0.07999999999999996,-0.3225,-0.25
31.0,32.0,172.72,185.42,177.8,185.42,0.5502037811279297,0.4359592437744141,0.7715620422363281,0.1723213958740234,0.1886367797851562,0.2851943969726562,Lightweight,Red,-1.0,-12.699999999999989,-7.619999999999976,0.11424453735351559,0.5992406463623047,-0.0965576171875
26.0,27.0,177.8,177.8,187.96,185.42,0.482203369140625,0.3309375,0.21714599609375,0.2753125,1.0877685546875,0.03125,Featherweight,Red,-1.0,0.0,2.5400000000000205,0.151265869140625,-0.05816650390625003,1.0565185546875
32.0,36.0,187.96,182.88,193.04,187.96,0.3195886230468749,0.4309249496459961,0.244100341796875,0.1468363952636718,0.01470947265625,0.149017333984375,Middleweight,Blue,-4.0,5.0800000000000125,5.079999999999984,-0.11133632659912118,0.09726394653320322,-0.134307861328125
27.0,29.0,190.5,193.04,200.66,193.04,0.5725,0.3815625,0.125,0.463125,0.5,1.0,Middleweight,Blue,-2.0,-2.539999999999992,7.6200000000000045,0.19093749999999998,-0.338125,-0.5
29.0,30.0,177.8,182.88,185.42,193.04,0.313974609375,0.2989663696289062,0.313720703125,0.1273199653625488,0.0,0.3393783569335937,Lightweight,Blue,-1.0,-5.079999999999984,-7.6200000000000045,0.015008239746093777,0.1864007377624512,-0.3393783569335937
31.0,35.0,193.04,193.04,195.58,203.2,0.42572509765625,0.7484375,0.634765625,0.140625,0.25,0.0,Heavyweight,Blue,-4.0,0.0,-7.619999999999976,-0.32271240234375,0.494140625,0.25
28.0,24.0,182.88,187.96,193.04,187.96,0.57,0.635,0.75,0.0,1.0,0.0,Welterweight,Red,4.0,-5.0800000000000125,5.079999999999984,-0.06500000000000006,0.75,1.0
28.0,24.0,182.88,187.96,193.04,187.96,0.57,0.635,0.75,0.0,1.0,0.0,Welterweight,Red,4.0,-5.0800000000000125,5.079999999999984,-0.06500000000000006,0.75,1.0
31.0,36.0,172.72,175.26,172.72,180.34,0.5082550048828125,0.3654052734375,0.210125732421875,0.0528759765624999,0.51873779296875,0.16015625,Lightweight,Red,-5.0,-2.539999999999992,-7.6200000000000045,0.1428497314453125,0.1572497558593751,0.35858154296875
24.0,27.0,180.34,180.34,182.88,182.88,0.4499999999999999,0.5025,0.7450000000000001,0.4525,1.0,0.25,Welterweight,Red,-3.0,0.0,0.0,-0.05250000000000005,0.2925000000000001,0.75
36.0,38.0,185.42,182.88,182.88,185.42,0.5825,0.5856250000000001,0.683125,0.51,1.1875,0.0,Middleweight,Blue,-2.0,2.539999999999992,-2.539999999999992,-0.0031250000000000444,0.17312499999999997,1.1875
29.0,27.0,170.18,175.26,177.8,187.96,0.40703125,0.473125,0.3623437499999999,0.0875,0.515625,0.0,Featherweight,Blue,2.0,-5.079999999999984,-10.159999999999997,-0.06609375,0.27484374999999994,0.515625
31.0,31.0,187.96,190.5,198.12,195.58,0.5352734375,0.569375,0.546328125,0.5,0.32421875,1.5,Middleweight,Blue,0.0,-2.539999999999992,2.539999999999992,-0.03410156249999996,0.04632812500000005,-1.17578125
36.0,35.0,167.64,167.64,170.18,167.64,0.3697021484375,0.4575,0.085693359375,0.405,0.4345703125,0.5,Bantamweight,Red,1.0,0.0,2.5400000000000205,-0.08779785156250003,-0.319306640625,-0.0654296875
38.0,27.0,185.42,180.34,182.88,182.88,0.6160496425628662,0.659375,0.7016870498657226,0.296875,1.056051254272461,0.75,Welterweight,Red,11.0,5.079999999999984,0.0,-0.04332535743713384,0.4048120498657226,0.30605125427246094
24.0,29.0,180.34,175.26,175.26,180.34,0.450146484375,0.5111559009552002,0.125,0.1046733474731445,0.78125,0.0195426940917968,Featherweight,Red,-5.0,5.0800000000000125,-5.0800000000000125,-0.06100941658020026,0.020326652526855504,0.7617073059082032
35.0,23.0,182.88,175.26,190.5,195.58,0.3425,0.363125,0.3925,0.5331250000000001,0.625,1.375,Lightweight,Red,12.0,7.6200000000000045,-5.0800000000000125,-0.02062499999999995,-0.14062500000000006,-0.75
30.0,27.0,177.8,172.72,182.88,180.34,0.3515625,0.43,0.0,0.0,1.6875,0.0,Lightweight,Blue,3.0,5.0800000000000125,2.539999999999992,-0.0784375,0.0,1.6875
30.0,26.0,180.34,182.88,190.5,190.5,0.314765625,0.415,0.423828125,0.125,1.03125,0.0,Welterweight,Red,4.0,-2.539999999999992,0.0,-0.10023437499999999,0.298828125,1.03125
30.0,28.0,172.72,177.8,172.72,190.5,0.50986328125,0.42625,0.0,0.0,0.0,0.5,Lightweight,Blue,2.0,-5.0800000000000125,-17.78,0.08361328125,0.0,-0.5
29.0,31.0,180.34,180.34,190.5,193.04,0.428486328125,0.434921875,0.00048828125,0.3958203125,0.015625,1.73828125,Lightweight,Blue,-2.0,0.0,-2.539999999999992,-0.006435546875000031,-0.39533203125,-1.72265625
31.0,33.0,177.8,177.8,180.34,177.8,0.4923800277709961,0.467740478515625,0.6009135055541992,0.335352783203125,0.1834716796875,0.50970458984375,Lightweight,Blue,-2.0,0.0,2.539999999999992,0.024639549255371096,0.2655607223510742,-0.32623291015625
32.0,35.0,185.42,172.72,187.96,180.34,0.391875,0.40539794921875,0.291875,0.57814453125,0.1875,0.00390625,Welterweight,Red,-3.0,12.699999999999989,7.6200000000000045,-0.013522949218750024,-0.28626953125,0.18359375
34.0,30.0,167.64,167.64,172.72,167.64,0.3962336730957031,0.644658203125,0.4874604034423828,0.3638671874999999,0.5355224609375,0.09375,Featherweight,Red,4.0,0.0,5.0800000000000125,-0.24842453002929688,0.12359321594238287,0.4417724609375
24.0,25.0,167.64,165.1,172.72,167.64,0.25,0.53,0.5,0.0,0.5,0.0,Flyweight,Blue,-1.0,2.539999999999992,5.0800000000000125,-0.28,0.5,0.5
32.0,28.0,172.72,185.42,180.34,190.5,0.3946112632751465,0.44125,0.4068855476379395,0.43453125,0.8691501617431641,0.171875,Lightweight,Blue,4.0,-12.699999999999989,-10.159999999999997,-0.04663873672485347,-0.027645702362060487,0.6972751617431641
28.0,33.0,182.88,182.88,185.42,182.88,0.40375,0.58125,0.1625,0.625,0.125,0.375,Welterweight,Blue,-5.0,0.0,2.539999999999992,-0.17750000000000005,-0.4625,-0.25
27.0,31.0,185.42,187.96,190.5,193.04,0.445,0.5743750000000001,0.605,0.0,0.0,0.0,Middleweight,Blue,-4.0,-2.5400000000000205,-2.539999999999992,-0.12937500000000007,0.605,0.0
19.0,25.0,182.88,177.8,180.34,185.42,0.67,0.26,1.0,0.355,0.0,0.0,Lightweight,Red,-6.0,5.079999999999984,-5.079999999999984,0.41000000000000003,0.645,0.0
26.0,37.0,170.18,170.18,180.34,180.34,0.5800000000000001,0.4375,0.5,0.0,1.25,0.25,Bantamweight,Red,-11.0,0.0,0.0,0.14250000000000007,0.5,1.0
31.0,32.0,187.96,170.18,190.5,182.88,0.42291015625,0.5875390625,0.30078125,0.11038818359375,0.265625,0.018310546875,Welterweight,Red,-1.0,17.78,7.6200000000000045,-0.16462890624999998,0.19039306640625,0.247314453125
24.0,31.0,172.72,175.26,172.72,182.88,0.475,0.42625,0.25,0.25,0.0,0.75,Featherweight,Red,-7.0,-2.539999999999992,-10.159999999999997,0.04874999999999996,0.0,-0.75
30.0,27.0,177.8,190.5,185.42,198.12,0.4475,0.365,0.49,0.33,0.25,0.5,Middleweight,Red,3.0,-12.699999999999989,-12.700000000000017,0.08250000000000002,0.15999999999999998,-0.25
34.0,26.0,187.96,185.42,193.04,200.66,0.5597003173828126,0.24,0.1453045654296875,1.0,0.56304931640625,0.0,Welterweight,Red,8.0,2.5400000000000205,-7.6200000000000045,0.31970031738281257,-0.8546954345703125,0.56304931640625
40.0,33.0,177.8,182.88,190.5,195.58,0.374375,0.58,0.3796875,0.0,0.03125,0.0,Welterweight,Blue,7.0,-5.079999999999984,-5.0800000000000125,-0.20562499999999995,0.3796875,0.03125
32.0,31.0,175.26,180.34,177.8,187.96,0.42516845703125,0.5046875,0.35599365234375,0.138671875,0.66162109375,0.140625,Welterweight,Red,1.0,-5.0800000000000125,-10.159999999999997,-0.07951904296874995,0.21732177734375002,0.52099609375
24.0,29.0,177.8,172.72,177.8,170.18,0.66,0.3466796875,0.0,0.559375,0.0,2.0703125,Featherweight,Red,-5.0,5.0800000000000125,7.6200000000000045,0.31332031250000003,-0.559375,-2.0703125
24.0,36.0,165.1,160.02,162.56,165.1,0.24,0.2,0.08,0.25,0.0,0.0,Flyweight,Blue,-12.0,5.079999999999984,-2.539999999999992,0.03999999999999998,-0.16999999999999998,0.0
30.0,28.0,165.1,162.56,170.18,162.56,0.37625,0.47,0.571875,0.2425,0.125,0.25,Flyweight,Blue,2.0,2.539999999999992,7.6200000000000045,-0.09375,0.32937500000000003,-0.125
29.0,30.0,175.26,175.26,180.34,182.88,0.77908203125,0.55875,0.25365234375,0.46625,0.6953125,0.4375,Lightweight,Blue,-1.0,0.0,-2.539999999999992,0.22033203125,-0.21259765625,0.2578125
28.0,24.0,190.5,175.26,203.2,180.34,0.39666015625,0.42796875,0.36365234375,0.34375,0.0625,0.140625,Welterweight,Red,4.0,15.240000000000009,22.859999999999985,-0.03130859375,0.019902343749999996,-0.078125
33.0,33.0,172.72,177.8,180.34,182.88,0.41296875,0.2583109474182129,0.046796875,0.0491148948669433,0.4453125,0.8164777755737305,Featherweight,Red,0.0,-5.0800000000000125,-2.539999999999992,0.15465780258178707,-0.0023180198669432994,-0.37116527557373047
26.0,23.0,172.72,167.64,172.72,185.42,0.359375,0.53,0.5237499999999999,0.33,0.03125,0.5,Bantamweight,Red,3.0,5.0800000000000125,-12.699999999999989,-0.17062500000000003,0.19374999999999992,-0.46875
28.0,29.0,180.34,182.88,185.42,190.5,0.57,0.77,0.0,0.9,2.0,0.0,Welterweight,Blue,-1.0,-2.539999999999992,-5.0800000000000125,-0.20000000000000007,-0.9,2.0
30.0,34.0,182.88,167.64,185.42,170.18,0.365,0.4287499999999999,0.2,0.32125,0.0,0.0,Lightweight,Blue,-4.0,15.240000000000009,15.23999999999998,-0.06374999999999992,-0.12124999999999997,0.0
27.0,25.0,172.72,180.34,180.34,187.96,0.465,0.28625,0.0,0.31125,3.0,0.25,Featherweight,Blue,2.0,-7.6200000000000045,-7.6200000000000045,0.17875000000000002,-0.31125,2.75
26.0,33.0,167.64,165.1,170.18,167.64,0.145,0.411005859375,0.25,0.343203125,0.5,0.0390625,Bantamweight,Red,-7.0,2.539999999999992,2.5400000000000205,-0.266005859375,-0.093203125,0.4609375
43.0,30.0,190.5,190.5,190.5,193.04,0.543818359375,0.468125,0.136630859375,0.546875,0.27734375,0.0,LightHeavyweight,Blue,13.0,0.0,-2.539999999999992,0.07569335937499999,-0.41024414062500003,0.27734375
35.0,28.0,185.42,182.88,193.04,190.5,0.467578125,0.4225,0.058046875,0.6775,0.09375,0.625,Welterweight,Red,7.0,2.539999999999992,2.539999999999992,0.045078125000000024,-0.6194531249999999,-0.53125
31.0,24.0,182.88,182.88,200.66,185.42,0.668515625,0.5567187499999999,0.329609375,0.265625,0.53125,0.0,Middleweight,Blue,7.0,0.0,15.240000000000009,0.11179687500000002,0.06398437499999998,0.53125
27.0,29.0,210.82,187.96,213.36,190.5,0.4819921875,0.5453125000000001,0.0159912109375,0.3325,0.17510986328125,0.5,Heavyweight,Blue,-2.0,22.859999999999985,22.860000000000014,-0.06332031250000009,-0.3165087890625,-0.32489013671875
21.0,32.0,180.34,177.8,185.42,180.34,0.3475,0.4425,0.4649999999999999,0.5,0.5,0.25,Lightweight,Red,-11.0,2.539999999999992,5.079999999999984,-0.09500000000000003,-0.03500000000000009,0.25
41.0,36.0,177.8,193.04,182.88,208.28,0.34333984375,0.4842968749999999,0.28671875,0.0,0.00390625,0.0,Heavyweight,Red,5.0,-15.23999999999998,-25.400000000000006,-0.14095703124999992,0.28671875,0.00390625
32.0,30.0,167.64,167.64,175.26,170.18,0.465,0.315,0.565,0.0875,1.0,0.0,Flyweight,Blue,2.0,0.0,5.079999999999984,0.15000000000000002,0.4774999999999999,1.0
27.0,26.0,165.1,165.1,165.1,172.72,0.45,0.295,0.0,0.5,0.0,0.5,Flyweight,Red,1.0,0.0,-7.6200000000000045,0.15500000000000003,-0.5,-0.5
32.0,26.0,180.34,177.8,185.42,182.88,0.505,0.355,0.3925,0.485,1.25,0.25,Lightweight,Blue,6.0,2.539999999999992,2.539999999999992,0.15000000000000002,-0.09249999999999997,1.0
24.0,29.0,170.18,172.72,177.8,175.26,0.4549999999999999,0.425,0.0,0.5,0.0,0.0,Bantamweight,Red,-5.0,-2.539999999999992,2.5400000000000205,0.029999999999999916,-0.5,0.0
27.0,28.0,180.34,175.26,193.04,180.34,0.3175,0.509375,0.305,0.458125,1.25,0.1875,Lightweight,Red,-1.0,5.0800000000000125,12.699999999999989,-0.19187500000000002,-0.153125,1.0625
36.0,34.0,187.96,187.96,193.04,193.04,0.4846875,0.560625,0.3296875,0.485,0.546875,0.03125,LightHeavyweight,Red,2.0,0.0,0.0,-0.07593750000000005,-0.15531249999999996,0.515625
29.0,30.0,177.8,175.26,180.34,177.8,0.4,0.535,0.5,0.25,1.5,0.25,Lightweight,Blue,-1.0,2.5400000000000205,2.539999999999992,-0.135,0.25,1.25
35.0,26.0,185.42,190.5,190.5,200.66,0.50234375,0.52,0.509765625,0.69125,0.0390625,0.0,LightHeavyweight,Blue,9.0,-5.0800000000000125,-10.159999999999997,-0.01765625000000004,-0.18148437500000003,0.0390625
38.0,45.0,182.88,180.34,187.96,187.96,0.5603387641906739,0.5833551025390625,6.4849853515625e-05,0.004447021484375,0.0488739013671875,0.00433349609375,Middleweight,Red,-7.0,2.539999999999992,0.0,-0.023016338348388676,-0.004382171630859375,0.0445404052734375
38.0,45.0,182.88,180.34,187.96,187.96,0.5603387641906739,0.5833551025390625,6.4849853515625e-05,0.004447021484375,0.0488739013671875,0.00433349609375,Middleweight,Red,-7.0,2.539999999999992,0.0,-0.023016338348388676,-0.004382171630859375,0.0445404052734375
32.0,32.0,177.8,172.72,180.34,177.8,0.2201994055509567,0.29375,0.194976617693901,0.42875,0.0161583423614501,0.0625,Lightweight,Blue,0.0,5.0800000000000125,2.539999999999992,-0.0735505944490433,-0.233773382306099,-0.0463416576385499
33.0,30.0,170.18,170.18,177.8,177.8,0.407909460067749,0.4657153320312499,0.3288143253326416,0.584876708984375,0.5357189178466797,0.3819580078125,Featherweight,Blue,3.0,0.0,0.0,-0.0578058719635009,-0.25606238365173345,0.1537609100341797
31.0,33.0,180.34,180.34,190.5,180.34,0.5,0.4,0.25,0.0975,0.0,0.0,Welterweight,Red,-2.0,0.0,10.159999999999997,0.09999999999999998,0.1525,0.0
29.0,26.0,167.64,162.56,165.1,172.72,0.72,0.55,0.25,0.0,1.0,0.0,Bantamweight,Blue,3.0,5.079999999999984,-7.6200000000000045,0.16999999999999993,0.25,1.0
29.0,26.0,167.64,162.56,165.1,172.72,0.72,0.55,0.25,0.0,1.0,0.0,Bantamweight,Blue,3.0,5.079999999999984,-7.6200000000000045,0.16999999999999993,0.25,1.0
27.0,26.0,190.5,185.42,190.5,195.58,0.75,0.615,0.0,0.3125,0.0,0.0,Middleweight,Blue,1.0,5.0800000000000125,-5.0800000000000125,0.135,-0.3125,0.0
28.0,37.0,180.34,180.34,177.8,185.42,0.31796875,0.74,0.33390625,0.6225,0.0,1.25,Lightweight,Red,-9.0,0.0,-7.619999999999976,-0.42203124999999997,-0.28859375000000004,-1.25
36.0,28.0,162.56,167.64,162.56,170.18,0.43125,0.4175,0.2075,0.75,2.5,1.5,Flyweight,Red,8.0,-5.079999999999984,-7.6200000000000045,0.01375000000000004,-0.5425,1.0
28.0,24.0,185.42,190.5,190.5,185.42,0.46125,0.61,0.140625,0.0,0.5625,0.0,Welterweight,Blue,4.0,-5.0800000000000125,5.0800000000000125,-0.14875,0.140625,0.5625
27.0,24.0,177.8,175.26,175.26,172.72,0.43875,0.47,0.415,0.4375,1.625,2.625,Flyweight,Blue,3.0,2.5400000000000205,2.539999999999992,-0.03125,-0.02250000000000002,-1.0
25.0,28.0,177.8,180.34,177.8,185.42,0.595,0.4599999999999999,0.0,0.0,1.0,0.0,Lightweight,Red,-3.0,-2.539999999999992,-7.619999999999976,0.13500000000000006,0.0,1.0
22.0,25.0,180.34,182.88,180.34,190.5,0.48,0.4375,0.665,0.0,3.5,0.0,Featherweight,Red,-3.0,-2.539999999999992,-10.159999999999997,0.04249999999999998,0.665,3.5
32.0,36.0,187.96,182.88,187.96,190.5,0.3315997314453125,0.5425099945068359,0.3881521606445313,0.3191080474853516,0.29693603515625,0.0,LightHeavyweight,Red,-4.0,5.0800000000000125,-2.539999999999992,-0.21091026306152338,0.06904411315917969,0.29693603515625
31.0,30.0,162.56,162.56,165.1,165.1,0.482197265625,0.38125,0.511298828125,0.31125,0.134765625,0.375,Flyweight,Red,1.0,0.0,0.0,0.100947265625,0.20004882812500002,-0.240234375
32.0,23.0,177.8,177.8,182.88,177.8,0.3924999999999999,0.64,0.5,0.6,0.125,1.0,Lightweight,Red,9.0,0.0,5.079999999999984,-0.2475000000000001,-0.09999999999999998,-0.875
30.0,28.0,182.88,190.5,190.5,198.12,0.5259375,0.415,0.4765625,0.5,0.0,0.0,Heavyweight,Blue,2.0,-7.6200000000000045,-7.6200000000000045,0.11093749999999997,-0.0234375,0.0
33.0,23.0,182.88,180.34,185.42,185.42,0.5,0.38875,0.5,0.125,0.0,0.0,Welterweight,Blue,10.0,2.539999999999992,0.0,0.11125000000000002,0.375,0.0
36.0,28.0,180.34,195.58,182.88,200.66,0.5096875000000001,0.46755859375,0.35875,0.2057421875,1.75,0.013671875,LightHeavyweight,Red,8.0,-15.240000000000009,-17.78,0.0421289062500001,0.1530078125,1.736328125
34.0,22.0,160.02,167.64,162.56,175.26,0.3154150390625,0.391875,0.1472509765625,0.2275,0.5166015625,0.6875,Flyweight,Blue,12.0,-7.619999999999976,-12.699999999999989,-0.07645996093749996,-0.08024902343750001,-0.1708984375
30.0,25.0,190.5,190.5,200.66,195.58,0.48875,0.4449999999999999,0.09375,0.205,0.0,0.0,Heavyweight,Red,5.0,0.0,5.079999999999984,0.04375000000000012,-0.11124999999999999,0.0
33.0,28.0,172.72,170.18,167.64,162.56,0.34875,0.4509375,0.34375,0.46203125,0.25,0.2890625,Featherweight,Blue,5.0,2.539999999999992,5.079999999999984,-0.10218749999999999,-0.11828125,-0.0390625
31.0,27.0,180.34,182.88,185.42,180.34,0.3249999999999999,0.3349999999999999,0.75,0.145,0.25,0.0,Welterweight,Red,4.0,-2.539999999999992,5.079999999999984,-0.010000000000000009,0.605,0.25
30.0,31.0,187.96,182.88,193.04,200.66,0.493125,0.5870312499999999,0.5,0.65921875,0.125,0.0625,Middleweight,Blue,-1.0,5.0800000000000125,-7.6200000000000045,-0.09390624999999991,-0.15921874999999996,0.0625
30.0,31.0,187.96,182.88,193.04,200.66,0.493125,0.5870312499999999,0.5,0.65921875,0.125,0.0625,Middleweight,Blue,-1.0,5.0800000000000125,-7.6200000000000045,-0.09390624999999991,-0.15921874999999996,0.0625
37.0,39.0,190.5,182.88,198.12,185.42,0.685625,0.3262158203124999,0.109375,0.04103759765625,0.234375,0.001953125,Heavyweight,Red,-2.0,7.6200000000000045,12.700000000000017,0.35940917968750014,0.06833740234374999,0.232421875
24.0,30.0,165.1,167.64,167.64,167.64,0.425,0.38859375,0.308125,0.18703125,0.0,0.109375,Flyweight,Red,-6.0,-2.539999999999992,0.0,0.03640624999999997,0.12109374999999997,-0.109375
31.0,33.0,170.18,185.42,175.26,182.88,0.281767578125,0.3541357421875,0.0483203125,0.31017578125,0.03125,0.03125,Bantamweight,Red,-2.0,-15.23999999999998,-7.6200000000000045,-0.07236816406250002,-0.26185546875,0.0
33.0,31.0,172.72,180.34,167.64,190.5,0.2375,0.35,0.5625,0.355,0.375,0.5,Lightweight,Blue,2.0,-7.6200000000000045,-22.860000000000014,-0.11249999999999999,0.20750000000000002,-0.125
30.0,31.0,172.72,180.34,175.26,177.8,0.4639950561523437,0.3924999999999999,0.04119873046875,0.25,0.0,0.0,Lightweight,Red,-1.0,-7.6200000000000045,-2.5400000000000205,0.0714950561523438,-0.20880126953125,0.0
31.0,35.0,187.96,185.42,198.12,200.66,0.4948913574218749,0.54625,0.264783935546875,0.0625,0.01580810546875,0.0625,LightHeavyweight,Red,-4.0,2.5400000000000205,-2.539999999999992,-0.05135864257812511,0.20228393554687502,-0.04669189453125
29.0,30.0,160.02,160.02,167.64,167.64,0.5702294921875,0.36265625,0.6072558593749999,0.6034375000000001,1.09375,0.0,Flyweight,Red,-1.0,0.0,0.0,0.20757324218749995,0.003818359374999858,1.09375
29.0,30.0,160.02,160.02,167.64,167.64,0.5702294921875,0.36265625,0.6072558593749999,0.6034375000000001,1.09375,0.0,Flyweight,Red,-1.0,0.0,0.0,0.20757324218749995,0.003818359374999858,1.09375
32.0,25.0,187.96,190.5,198.12,200.66,0.53,0.48,0.0,0.3825,0.0,0.0,LightHeavyweight,Blue,7.0,-2.539999999999992,-2.539999999999992,0.050000000000000044,-0.3825,0.0
33.0,25.0,172.72,160.02,177.8,170.18,0.44140625,0.370390625,0.125,0.15625,0.1484375,1.75,Bantamweight,Blue,8.0,12.699999999999989,7.6200000000000045,0.07101562500000003,-0.03125,-1.6015625
36.0,36.0,190.5,190.5,195.58,200.66,0.4742565917968749,0.4331715559959411,0.0625152587890625,0.0482471990585327,0.016632080078125,0.1335210800170898,Heavyweight,Red,0.0,0.0,-5.079999999999984,0.04108503580093381,0.014268059730529803,-0.11688899993896479
